"Baltimore.County","Montgomery","Prince.George.s","Day"
26.4035661959537,30.6836248012719,27.7408896786059,"Day1"
19.9216431200285,22.150658910127,19.3191262020658,"Day2"
9.61792255447903,9.41513503074001,10.0653426465381,"Day3"
9.60753140683936,7.7745565634839,7.23838024876087,"Day4"
16.8140804938858,17.0544936483438,16.0245755669002,"Day5"
16.6157015482666,16.805613673673,15.4858853445778,"Day6"
32079,33692,31067,NA
